App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Super Jim Jump - pixel 3d,GAME,4.5,10460,18432.0,1000000,Free,0.0,Everyone,Arcade,"July 11, 2018",2.2.3181,4.0 and up
Pou,GAME,4.3,10486018,24576.0,500000000,Free,0.0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up
Temple Run 2,GAME,4.3,8119151,63488.0,500000000,Free,0.0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up
Flow Free,GAME,4.3,1295625,11264.0,100000000,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
Homescapes,GAME,4.6,3093932,33115.87969653179,10000000,Free,0.0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up
Wordscapes,GAME,4.8,230849,89088.0,10000000,Free,0.0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up
My Talking Angela,GAME,4.5,9883367,101376.0,100000000,Free,0.0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up
slither.io,GAME,4.4,5235294,33115.87969653179,100000000,Free,0.0,Everyone,Action,"November 14, 2017",Varies with device,2.3 and up
Cooking Fever,GAME,4.5,3198176,83968.0,100000000,Free,0.0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up
Yes day,GAME,4.5,10055521,96256.0,100000000,Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up
Gardenscapes,GAME,4.6,4129665,33115.87969653179,50000000,Free,0.0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up
Fishdom,GAME,4.6,2158580,33115.87969653179,10000000,Free,0.0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up
Galaxy Attack: Alien Shooter,GAME,4.6,506593,33115.87969653179,10000000,Free,0.0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up
Score! Hero,GAME,4.6,5419676,98304.0,100000000,Free,0.0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up
Zombie Catchers,GAME,4.7,990723,76800.0,10000000,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up
Magic Tiles 3,GAME,4.5,592504,33115.87969653179,50000000,Free,0.0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up
Jewels Star: OZ adventure,GAME,4.5,21892,14336.0,1000000,Free,0.0,Everyone,Puzzle,"December 29, 2017",1.3,4.0 and up
Granny,GAME,4.5,1138239,60416.0,50000000,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
Dream League Soccer 2018,GAME,4.6,9883806,75776.0,100000000,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up
Sweet Fruit Candy,GAME,4.5,197540,29696.0,10000000,Free,0.0,Everyone,Puzzle,"July 16, 2018",79.0,4.1 and up
Fruits Bomb,GAME,4.4,74695,17408.0,10000000,Free,0.0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up
Angry Birds Classic,GAME,4.4,5566889,99328.0,100000000,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up
Talking Tom Gold Run,GAME,4.6,2698882,79872.0,100000000,Free,0.0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up
Bowmasters,GAME,4.7,1535973,33115.87969653179,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
My Talking Tom,GAME,4.5,14892469,33115.87969653179,500000000,Free,0.0,Everyone,Casual,"July 19, 2018",4.8.0.132,4.1 and up
Hill Climb Racing,GAME,4.4,8923818,64512.0,100000000,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,33115.87969653179,100000000,Free,0.0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
Pixel Art: Color by Number Game,GAME,4.7,1125438,25600.0,10000000,Free,0.0,Everyone,Puzzle,"July 17, 2018",3.9.2,4.3 and up
Shoot Bubble - Fruit Splash,GAME,4.6,29445,29696.0,5000000,Free,0.0,Everyone,Casual,"May 11, 2018",14.0,4.0.3 and up
Rider,GAME,4.5,655145,73728.0,10000000,Free,0.0,Teen,Arcade,"July 17, 2017",1.2.1,4.0.3 and up
Zombie Tsunami,GAME,4.4,4921451,33115.87969653179,100000000,Free,0.0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device
Garena Free Fire,GAME,4.5,5476569,54272.0,100000000,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
Doodle Jump,GAME,4.3,1083571,33115.87969653179,50000000,Free,0.0,Everyone,Arcade,"July 20, 2018",Varies with device,Varies with device
Subway Surfers,GAME,4.5,27725352,77824.0,1000000000,Free,0.0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
Helix Jump,GAME,4.2,1500999,33792.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up
Crossy Road,GAME,4.5,4230886,61440.0,100000000,Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up
Temple Run 2,GAME,4.3,8119154,63488.0,500000000,Free,0.0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up
slither.io,GAME,4.4,5235294,33115.87969653179,100000000,Free,0.0,Everyone,Action,"November 14, 2017",Varies with device,2.3 and up
Bowmasters,GAME,4.7,1535973,33115.87969653179,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
Talking Tom Gold Run,GAME,4.6,2698889,79872.0,100000000,Free,0.0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up
Zombie Catchers,GAME,4.7,990663,76800.0,10000000,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,33115.87969653179,100000000,Free,0.0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
Swamp Attack,GAME,4.4,2119218,71680.0,50000000,Free,0.0,Everyone 10+,Action,"June 29, 2018",3.0.1,4.1 and up
Earn to Die 2,GAME,4.6,1327265,101376.0,50000000,Free,0.0,Teen,Racing,"April 12, 2017",1.3,2.3.3 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,184210,101376.0,10000000,Free,0.0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up
Kick the Buddy,GAME,4.3,1003269,33115.87969653179,50000000,Free,0.0,Teen,Action,"July 5, 2018",Varies with device,4.4 and up
Hungry Shark World,GAME,4.5,1242855,27648.0,50000000,Free,0.0,Teen,Action,"July 18, 2018",3.0.0,4.2 and up
Dude Perfect 2,GAME,4.5,401425,71680.0,10000000,Free,0.0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up
Shadow Fight 2,GAME,4.6,10979062,90112.0,100000000,Free,0.0,Everyone 10+,Action,"July 2, 2018",1.9.38,3.0 and up
Alto's Adventure,GAME,4.6,515657,64512.0,10000000,Free,0.0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up
DEER HUNTER 2018,GAME,4.3,955656,83968.0,10000000,Free,0.0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up
DRAGON BALL LEGENDS,GAME,4.6,337913,49152.0,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,33115.87969653179,50000000,Free,0.0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device
Cover Fire: offline shooting games for free,GAME,4.7,725897,31744.0,10000000,Free,0.0,Teen,Action,"August 3, 2018",1.8.20,4.1 and up
Anger of stick 5 : zombie,GAME,4.5,549039,23552.0,50000000,Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,33115.87969653179,50000000,Free,0.0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up
Soul Knight,GAME,4.7,292164,60416.0,10000000,Free,0.0,Everyone 10+,Action,"August 1, 2018",1.8.4,4.1 and up
Major Mayhem,GAME,4.6,520962,39936.0,10000000,Free,0.0,Teen,Action,"June 28, 2017",108,4.0 and up
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,55296.0,10000000,Free,0.0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up
Strawberry Shortcake BerryRush,GAME,4.3,525517,49152.0,10000000,Free,0.0,Everyone,Action;Action & Adventure,"October 15, 2017",1.2.3,2.3 and up
Extreme Match,GAME,4.5,696,33115.87969653179,100000,Free,0.0,Everyone,Action,"July 5, 2018",1.1.7,4.1 and up
Power Rangers Dino Charge,GAME,4.3,194969,30720.0,10000000,Free,0.0,Everyone 10+,Action,"January 29, 2018",1.4.0,4.1 and up
Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,327599,67584.0,10000000,Free,0.0,Teen,Action,"July 28, 2017",2.4.2,2.3.3 and up
Agar.io,GAME,4.2,3816799,32768.0,100000000,Free,0.0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up
Zombie Hunter King,GAME,4.3,10538,51200.0,1000000,Free,0.0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up
Garena Free Fire,GAME,4.5,5476569,54272.0,100000000,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
Battlelands Royale,GAME,4.4,105620,62464.0,1000000,Free,0.0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up
Once Upon a Tower,GAME,4.7,37139,50176.0,1000000,Free,0.0,Everyone 10+,Action,"January 24, 2018",8,4.1 and up
TEKKEN™,GAME,4.2,147791,38912.0,5000000,Free,0.0,Teen,Action,"July 26, 2018",1.3,5.0 and up
diep.io,GAME,4.1,347883,20480.0,10000000,Free,0.0,Everyone,Action,"March 16, 2018",1.2.7,4.0.3 and up
Arrow.io,GAME,4.5,343263,33115.87969653179,10000000,Free,0.0,Everyone 10+,Action,"August 6, 2018",1.2.6,4.0.3 and up
BEYBLADE BURST app,GAME,4.5,216849,33115.87969653179,10000000,Free,0.0,Everyone,Action;Action & Adventure,"July 16, 2018",Varies with device,Varies with device
Dragon Hills,GAME,4.5,354373,67584.0,10000000,Free,0.0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up
Bus Rush: Subway Edition,GAME,4.1,753043,58368.0,100000000,Free,0.0,Teen,Action,"August 1, 2018",1.15.2,4.0.3 and up
DC Super Hero Girls™,GAME,4.3,43055,97280.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up
Tiny Archers,GAME,4.5,80678,33115.87969653179,5000000,Free,0.0,Mature 17+,Action,"May 25, 2018",Varies with device,Varies with device
Metal Soldiers 2,GAME,4.4,153381,33115.87969653179,10000000,Free,0.0,Teen,Action,"June 18, 2018",1.11.2,4.1 and up
Runner 3d like,GAME,4.5,559,32768.0,100000,Free,0.0,Everyone 10+,Action,"August 3, 2018",1.0.7,4.0 and up
War Robots,GAME,4.6,3073251,33792.0,50000000,Free,0.0,Everyone 10+,Action,"July 25, 2018",4.1.1,4.1 and up
Dinosaur Simulator: Dino World,GAME,4.0,26649,67584.0,5000000,Free,0.0,Teen,Action,"August 5, 2018",1.2,4.2 and up
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,76800.0,50000000,Free,0.0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up
Quiz: Logo game,GAME,4.5,306764,29696.0,10000000,Free,0.0,Everyone,Trivia,"August 3, 2018",6.2,4.0.3 and up
Candy Crush Saga,GAME,4.4,22430188,75776.0,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
Plants vs. Zombies FREE,GAME,4.4,4067651,70656.0,100000000,Free,0.0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up
Helix Jump,GAME,4.2,1500622,33792.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up
8 Ball Pool,GAME,4.5,14201604,53248.0,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,51200.0,10000000,Free,0.0,Everyone,Arcade,"July 20, 2018",2.11.2,4.0.3 and up
Bubble Shooter,GAME,4.5,148990,47104.0,10000000,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
Solitaire,GAME,4.7,154264,12288.0,10000000,Free,0.0,Everyone,Card,"June 8, 2018",Varies with device,Varies with device
Bubble Shooter Genies,GAME,4.5,26985,41984.0,5000000,Free,0.0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up
Blossom Blast Saga,GAME,4.5,1125438,64512.0,10000000,Free,0.0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up
Traffic Racer,GAME,4.5,5387781,54272.0,100000000,Free,0.0,Everyone,Racing,"February 27, 2018",2.5,4.1 and up
Hill Climb Racing,GAME,4.4,8923847,64512.0,100000000,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up
Earn to Die 2,GAME,4.6,1327269,101376.0,50000000,Free,0.0,Teen,Racing,"April 12, 2017",1.3,2.3.3 and up
Bubble Shooter 2,GAME,4.3,23043,33115.87969653179,5000000,Free,0.0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up
Candy Bomb,GAME,4.4,42145,20480.0,10000000,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up
Flow Free,GAME,4.3,1295625,11264.0,100000000,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
Zombie Catchers,GAME,4.7,990796,76800.0,10000000,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up
Gems or jewels ?,GAME,4.7,171448,13312.0,10000000,Free,0.0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up
Angry Birds Rio,GAME,4.4,2610680,47104.0,100000000,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up
Candy Crush Jelly Saga,GAME,4.3,1300619,79872.0,50000000,Free,0.0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
Cut the Rope FULL FREE,GAME,4.4,2123793,50176.0,100000000,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up
Jewels Star: OZ adventure,GAME,4.5,21892,14336.0,1000000,Free,0.0,Everyone,Puzzle,"December 29, 2017",1.3,4.0 and up
Hungry Shark Evolution,GAME,4.5,6074627,102400.0,100000000,Free,0.0,Teen,Arcade,"July 25, 2018",6.0.0,4.1 and up
Power Pop Bubbles,GAME,4.4,104303,33115.87969653179,10000000,Free,0.0,Everyone,Arcade,"August 2, 2018",3.15,4.1 and up
Angry Birds Classic,GAME,4.4,5566908,99328.0,100000000,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up
Best Fiends - Free Puzzle Game,GAME,4.6,1480182,33115.87969653179,10000000,Free,0.0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device
Hill Climb Racing 2,GAME,4.6,2750645,33115.87969653179,100000000,Free,0.0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up
Jewels classic Prince,GAME,4.4,47644,15360.0,5000000,Free,0.0,Everyone,Puzzle,"June 15, 2018",2.4.2,4.0 and up
Fruit Block - Puzzle Legend,GAME,4.6,125647,33792.0,10000000,Free,0.0,Everyone,Casual,"July 23, 2018",60,4.1 and up
Bubble Shooter Space,GAME,4.2,4355,33115.87969653179,1000000,Free,0.0,Everyone,Casual,"July 17, 2017",1.6,2.3 and up
Swamp Attack,GAME,4.4,2119235,71680.0,50000000,Free,0.0,Everyone 10+,Action,"June 29, 2018",3.0.1,4.1 and up
1LINE – One Line with One Touch,GAME,4.6,214878,10240.0,10000000,Free,0.0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up
Stick War: Legacy,GAME,4.6,811040,78848.0,10000000,Free,0.0,Teen,Strategy,"May 10, 2018",1.7.04,4.4 and up
Bowmasters,GAME,4.7,1536349,33115.87969653179,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
Magic Tiles 3,GAME,4.5,592504,33115.87969653179,50000000,Free,0.0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up
Marble Woka Woka 2018 - Bubble Shooter Match 3,GAME,4.6,155186,33115.87969653179,10000000,Free,0.0,Everyone,Puzzle,"August 3, 2018",1.3.35,4.1 and up
Pixel Art: Color by Number Game,GAME,4.7,1125566,25600.0,10000000,Free,0.0,Everyone,Puzzle,"July 17, 2018",3.9.2,4.3 and up
Score! Hero,GAME,4.6,5419676,98304.0,100000000,Free,0.0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up
Super Jabber Jump 3,GAME,4.3,34494,23552.0,5000000,Free,0.0,Everyone 10+,Arcade,"July 11, 2018",2.5.3182,2.3 and up
Rush,GAME,4.6,260651,52224.0,10000000,Free,0.0,Everyone,Arcade,"February 14, 2018",1.1,4.0 and up
Jetpack Joyride,GAME,4.4,4638163,98304.0,100000000,Free,0.0,Everyone 10+,Arcade,"July 19, 2018",1.10.12,4.1 and up
Zombie Tsunami,GAME,4.4,4921409,33115.87969653179,100000000,Free,0.0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,33115.87969653179,50000000,Free,0.0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device
Word Search,GAME,4.2,344585,33115.87969653179,50000000,Free,0.0,Everyone,Word,"July 2, 2018",Varies with device,Varies with device
Farm Heroes Saga,GAME,4.4,7614407,71680.0,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up
Racing in Car 2,GAME,4.3,234110,38912.0,50000000,Free,0.0,Everyone,Racing,"November 22, 2016",1.0,2.3.3 and up
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24576.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up
YouTube Kids,FAMILY,4.5,470694,33115.87969653179,50000000,Free,0.0,Everyone,Entertainment;Music & Video,"August 3, 2018",3.43.3,4.1 and up
Candy Bomb,FAMILY,4.4,42145,20480.0,10000000,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up
ROBLOX,FAMILY,4.5,4449910,68608.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774,19456.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"July 23, 2018",1.9.3901,4.0.3 and up
Coloring & Learn,FAMILY,4.4,12753,52224.0,5000000,Free,0.0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up
Mahjong,FAMILY,4.5,33983,22528.0,5000000,Free,0.0,Everyone,Puzzle;Brain Games,"August 2, 2018",1.24.3181,4.0.3 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,47104.0,1000000,Free,0.0,Everyone,Educational;Education,"July 16, 2018",1.1.6.7,4.1 and up
Toy Pop Cubes,FAMILY,4.5,5761,21504.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",1.8.3181,4.0.3 and up
Educational Games 4 Kids,FAMILY,4.3,11618,39936.0,5000000,Free,0.0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up
Candy Pop Story,FAMILY,4.7,12948,23552.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up
Solitaire,FAMILY,4.4,685,26624.0,100000,Free,0.0,Everyone,Card;Brain Games,"July 16, 2018",1.7.101,4.1 and up
Princess Coloring Book,FAMILY,4.5,9779,39936.0,5000000,Free,0.0,Everyone,Education;Creativity,"February 25, 2018",1.2.8,4.0 and up
Hello Kitty Nail Salon,FAMILY,4.2,369378,24576.0,50000000,Free,0.0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up
Candy Smash,FAMILY,4.5,11436,15360.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20480.0,500000,Free,0.0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24576.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up
Princess Adventures Puzzles,FAMILY,4.4,382,45056.0,500000,Free,0.0,Everyone,Education;Creativity,"August 1, 2018",1.1.0,2.3 and up
Kids Educational Game 3 Free,FAMILY,4.3,24936,38912.0,5000000,Free,0.0,Everyone,Educational;Education,"May 16, 2018",3.1,4.1 and up
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,53248.0,1000000,Free,0.0,Everyone,Educational;Brain Games,"July 18, 2018",1.0.6,4.1 and up
Coloring book moana,FAMILY,3.9,974,14336.0,500000,Free,0.0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up
Baby Panda Care,FAMILY,4.2,108795,50176.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up
Number Counting games for toddler preschool kids,FAMILY,4.3,1024,33115.87969653179,1000000,Free,0.0,Everyone,Educational;Education,"May 28, 2018",Varies with device,Varies with device
Toca Kitchen 2,FAMILY,4.5,1014822,57344.0,50000000,Free,0.0,Everyone,Educational;Pretend Play,"June 29, 2017",1.2.3-play,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,101376.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,"June 5, 2018",2.0.1,4.0.3 and up
Learn To Draw Glow Flower,FAMILY,4.4,7320,10240.0,1000000,Free,0.0,Everyone,Entertainment;Education,"July 7, 2017",1.0.1,4.0.3 and up
Bubble Shooter,FAMILY,4.4,59843,20480.0,5000000,Free,0.0,Everyone,Puzzle;Brain Games,"January 9, 2018",2.3.3122,2.3 and up
Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616,10240.0,1000000,Free,0.0,Everyone,Casual;Education,"August 5, 2018",1.0.9,4.0.3 and up
Baby puzzles,FAMILY,4.3,11950,19456.0,5000000,Free,0.0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up
Garden Fruit Legend,FAMILY,4.6,4289,33792.0,500000,Free,0.0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up
Barbie™ Fashion Closet,FAMILY,4.1,68286,87040.0,10000000,Free,0.0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up
Candy Day,FAMILY,4.5,11716,49152.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up
ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,33115.87969653179,10000000,Free,0.0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up
Barbie Magical Fashion,FAMILY,4.0,328619,15360.0,10000000,Free,0.0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up
Minion Rush: Despicable Me Official Game,FAMILY,4.5,10216997,33115.87969653179,100000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,"July 12, 2018",Varies with device,Varies with device
Piano Kids - Music & Songs,FAMILY,4.6,46741,51200.0,10000000,Free,0.0,Everyone,Music;Music & Video,"August 3, 2018",1.73,4.0.3 and up
Farming Simulator 14,FAMILY,4.5,530854,52224.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up
Educational Games for Kids,FAMILY,4.5,7050,24576.0,1000000,Free,0.0,Everyone,Educational;Education,"May 27, 2018",2.0,4.0 and up
No.Draw - Colors by Number 2018,FAMILY,4.5,235906,13312.0,10000000,Free,0.0,Everyone,Entertainment;Brain Games,"July 29, 2018",1.2.0,4.1 and up
Fruit Boom,FAMILY,4.4,17753,16384.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"May 25, 2018",2.2.3172,4.0.3 and up
Duolingo: Learn Languages Free,FAMILY,4.7,6294400,33115.87969653179,100000000,Free,0.0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device
Hot Wheels: Race Off,FAMILY,4.5,520609,33115.87969653179,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,64512.0,100000,Free,0.0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029,15360.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,"November 6, 2017",1.2,4.1 and up
Rhythm Patrol,FAMILY,4.3,4207,26624.0,100000,Free,0.0,Everyone,Music;Music & Video,"July 23, 2018",2.180723,4.1 and up
Kiddopia - Preschool Learning Games,FAMILY,4.5,64,82944.0,10000,Free,0.0,Everyone,Educational;Education,"July 18, 2018",1.1.2,5.0 and up
Toca Mystery House,FAMILY,4.2,96,80896.0,5000,Paid,3.99,Everyone,Educational;Creativity,"June 14, 2018",1.0.1,4.4 and up
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,33115.87969653179,5000000,Free,0.0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,96256.0,100000,Free,0.0,Everyone,Education;Education,"July 11, 2018",1.0,4.2 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,47104.0,1000000,Free,0.0,Everyone,Educational;Education,"July 16, 2018",1.1.6.7,4.1 and up
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,44032.0,1000000,Free,0.0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up
Baby Panda’s Juice Shop,FAMILY,4.5,19230,46080.0,5000000,Free,0.0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up
Dr. Panda Restaurant 3,FAMILY,4.2,11126,93184.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up
LEGO® Friends: Heartlake Rush,FAMILY,4.5,23671,93184.0,1000000,Free,0.0,Everyone,Arcade;Pretend Play,"July 31, 2018",1.2.0,4.1 and up
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,54272.0,1000000,Free,0.0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up
Henry Danger Crime Warp,FAMILY,4.6,9626,28672.0,1000000,Free,0.0,Everyone,Action;Action & Adventure,"February 7, 2018",1.1,4.4 and up
Thomas & Friends: Race On!,FAMILY,4.1,29319,26624.0,5000000,Free,0.0,Everyone,Casual;Action & Adventure,"May 18, 2018",2.4,4.4 and up
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,57344.0,500000,Free,0.0,Everyone,Education;Education,"June 2, 2018",5.3.11,5.0 and up
Fruit Cube Blast,FAMILY,4.6,9199,81920.0,500000,Free,0.0,Everyone,Puzzle;Brain Games,"August 3, 2018",1.2.7,4.1 and up
Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,61440.0,1000000,Free,0.0,Everyone,Education;Education,"July 6, 2018",7.32,4.0.3 and up
Happy Street,FAMILY,4.5,110877,33115.87969653179,1000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,"March 28, 2018",Varies with device,Varies with device
